,SMILES
8176,CC(C)(CO)c1cc2cc(NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)c(F)cc2n1C[C@@H](O)CO
8177,O=C(O)c1ccc2c(c1)CCCC(c1ccc(Cl)cc1Cl)=C2c1ccc(O[C@H]2CCN(CCCF)C2)cc1
8178,COc1cccc(-c2ccc(NC(=O)C3=C(C(=O)O)CCC3)c(F)c2)c1
8179,CC(C)NC(=N)NC(=N)Nc1ccc(Cl)c(Cl)c1
8180,NC(=O)c1nnn(Cc2cc(Cl)c(C(=O)c3ccc(Cl)cc3)c(Cl)c2)c1N
8181,COCC[C@H]1CC2CN3CCc4c([nH]c5ccccc45)[C@](C(=O)OC)(C2)[C@H]13
8182,O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO[C@H]1O[C@H](CO[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O
8183,CNCc1ccc(C)c(NC(=O)c2ccc(Nc3nc(-c4ccccc4)c4ccccc4n3)cc2)c1
8184,CC1=CC[C@H](C(=O)N(c2cc(C#CC(C)(C)C)sc2C(=O)O)[C@H]2CC[C@](O)(CO[C@H]3CCOC3)CC2)CC1
8185,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O
8186,Cc1c(-c2cc(C(=O)O)c3c(O[C@H](C)C4CCOCC4)ccc(C)c3n2)oc2ccccc12
8187,CS(=O)(=O)c1ccc(-c2cnc(N)c(-c3ccc(C(F)(F)F)nc3)c2)cc1
8188,CCC(C)(C)C(=O)C(=O)N1CCC[C@H]1C(=O)O
8189,CN1C(=O)CC(c2ccccc2)C1=O
8190,OC(CN1CCC(Cc2ccc(F)cc2)CC1)c1ccc(Cl)cc1
8191,COc1cc2c(cc1Cc1cccc(Cl)c1F)c(=O)c(C(=O)O)cn2[C@H](CO)C(C)C
8192,OC[C@H]1O[C@@H](n2cnc3c2N=CNC[C@H]3O)[C@H](O)[C@@H]1O
8193,CCOc1cc(OCC)c(C(=O)CCC(=O)O)cc1OCC
8194,CSc1nc2cc(Cl)c(Oc3cccc(Cl)c3Cl)cc2[nH]1
8195,O=C([O-])[C@H](O)[C@@H](O)C(=O)[O-].[Na+].[Na+]
8196,COC(=O)[C@@H](N)Cc1ccc(O)c(O)c1
8197,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1
8198,Cc1cccc(OC2CCN(Cc3cc(=O)[nH]c(=O)[nH]3)CC2)c1C
8199,[Sr]
8200,CCn1ncnc1COc1nn2c(-c3ccccc3F)nnc2cc1C(C)(C)C
8201,CCN1CCN(Cc2ccc(-c3cc4c(N[C@H](C)c5ccccc5)ncnc4[nH]3)cc2)CC1
8202,CN(N=O)C(=O)N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO
8203,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1
8204,CC#CC(=O)N1CC[C@@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1
8205,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1
8206,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1
8207,CCCCCCNC(=O)n1cc(F)c(=O)[nH]c1=O
8208,C[C@]12Cc3c[nH]nc3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O
8209,CCCn1c(=O)c2nc(C34CC5CC(CC3C5)C4)[nH]c2n(CCC)c1=O
8210,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F
8211,CCN(CC)Cc1ccc2cc(COC(=O)Nc3ccc(C(=O)NO)cc3)ccc2c1
8212,CC(=O)N(C)C1CCN(c2cccc(-c3ccc4nc(-c5cccnc5N)n(-c5ccc(C6(N)CCC6)cc5)c4n3)c2)CC1
8213,OC[C@H]1O[C@H](O[C@]2(CCl)O[C@H](CCl)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1Cl
8214,Cc1cc(=O)oc2cc(O)ccc12
8215,COc1ccc(F)cc1C(=O)NCc1ccc(-c2nn([C@@H](C)C(F)(F)F)c(N)c2C(N)=O)cc1
8216,N[C@@H](Cc1ccc(OP(=O)(O)O)c(O)c1)C(=O)O
8217,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1
8218,CS(=O)(=O)OCCOS(C)(=O)=O
8219,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1
8220,N#Cc1cc(-c2n[nH]c(-c3ccncc3)n2)ccn1
8221,CCOC(=O)[C@@H]1CC2(CCN(c3cc(O[C@H](c4ccc(Cl)cc4-c4ccccc4)C(F)(F)F)nc(N)n3)CC2)CN1
8222,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12
8223,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
8224,Cc1cc(C)cc([C@@H]2CCCN2Cc2ccc(Oc3ccc(C(N)=O)cc3F)cc2)c1
8225,Nc1[nH]cnc2ncnc1-2
8226,CCC(C)C1(CC)C(=O)NC(=O)NC1=O
8227,CCN(CC)C(=O)CNC(=O)c1cc(OC)c(OC)c(OC)c1
8228,CCOc1ccc(Nc2ccc(/C(=C3/C=C/C(=[N+](/CC)Cc4cccc(S(=O)(=O)[O-])c4)C=C3C)c3ccc(N(CC)Cc4cccc(S(=O)(=O)O)c4)cc3C)cc2)cc1
8229,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@H](n3cnnn3)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C
8230,CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H](O)C[C@H]1O
8231,CC(=O)c1cn(CC(=O)N2[C@H](C(=O)Nc3nc(Br)ccc3C)C[C@@]3(C)C[C@@H]23)c2c(C)cc(-c3cnc(C)nc3)cc12
8232,CC(=O)Nc1c(I)c(C(=O)N[C@H]2C(O)O[C@H](CO)[C@@H](O)[C@@H]2O)c(I)c(N(C)C(C)=O)c1I
8233,CCN(Cc1cc(C(F)(F)F)ccc1-c1cc(CC(=O)O)ccc1OC)C(=O)NCc1ccccc1
8234,Nc1nccc(Oc2ccc(NC(=O)c3c[nH]cc(-c4ccc(F)cc4)c3=O)cc2F)c1Cl
8235,COc1ccc(-c2nnc(C)nc2-c2ccc(OC)cc2)cc1
8236,OCC(S)CS
8237,COc1cc(C)c(S(=O)(=O)N(C)CCOCC(=O)N(C)Cc2ccc(C3=NCCN3)cc2)c(C)c1
8238,C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O
8239,COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)[C@H]3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1[C@@H](C2)[N+](C)(C)CC3
8240,CC1(C)OC(=O)C(OCC2CC2)=C1c1ccc(S(C)(=O)=O)cc1
8241,O=C(O)c1ccc(/C=C/S(=O)(=O)Cc2ccc(Cl)cc2)cc1
8242,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)OC[C@]4(C)[C@H]3CC[C@@]21C
8243,CCOCCOC(=O)/C=C/c1ccc(OC)cc1
8244,CO[C@]1(COC(=O)CCNC(=O)[C@@H](N)CCCCN)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
8245,Cc1ccc(C(=O)Nc2ccc(Oc3cc4cnn(C)c4cc3-c3cn[nH]c3)c(F)c2)c(=O)n1-c1ccc(F)cc1
8246,CC(C)C[C@H](N[C@@H](Cc1cncn1Cc1cc(Cl)cc(Cl)c1)C(=O)O)C(=O)O
8247,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cc3ccccc3o2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O
8248,COc1cc(C(=O)OCCCN(C)CCN(C)CCCOC(=O)c2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC
8249,O=C(Cc1ccc(-c2ccc(N3CCOCC3)cc2)cn1)NCc1cccc(F)c1
8250,CCNC(=O)CC[C@H](N)C(=O)O
8251,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC
8252,O=S(=O)(O)CC(S)CS
8253,NC(CO)C(=O)NNCc1ccc(O)c(O)c1O
8254,C=C(C[C@H](NC(=O)c1ccc(CCc2ccc3nc(N)nc(N)c3c2)cc1)C(=O)O)C(=O)O
8255,COc1ccc(COc2ccc(Cn3c(N)nc4cc(-c5cnn(C)c5)cnc43)cc2OC)cc1
8256,CN(C)CCCOc1ccc2[nH]nc(S(=O)(=O)c3cccc4ccccc34)c2c1
8257,CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1
8258,COc1nn(C)cc1Nc1nccc(-c2c[nH]c3c(NC(=O)[C@@H](C)N4CCN(C)CC4)cccc23)n1
8259,CC(=O)N1CCC(Nc2cc(C(=O)NC[C@H](O)CN3CCc4ccccc4C3)ncn2)CC1
8260,Oc1ncc(N(CCCl)CCCl)c(O)n1
8261,C[C@H](c1ccc(F)cc1)N(Cc1cccc(C(=O)O)c1)C(=O)c1cnc2ccccc2c1
8262,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CC=C(C)C[C@@H]21
8263,CC(C)Cc1ccc([C@H](C)C(=O)O)cc1
8264,CC1=C(CN(O)C(N)=O)C2=C(C)C3(CC3)[C@@](C)(O)C(=O)C2=C1
8265,CN1[C@@H]2CC[C@H]1C/C(=C1\c3ccccc3CSc3ccccc31)C2
8266,CC1(C)SCCN(S(=O)(=O)c2ccc(Oc3ccncc3)cc2)[C@H]1C(=O)NO
8267,COC(=O)C1=CO[C@@H](O)[C@@H]2C(CO)=CC[C@H]12
8268,Cc1cc2c(C(N)=O)c(N)n(-c3c(C)ccc(O)c3C)c2nc1C
8269,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl
8270,C[S+](C)CC[C@H](N)C(=O)O
8271,Cc1ncc(-c2ccnc(Nc3ccc(S(C)(=O)=O)cc3)n2)n1C(C)C
8272,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21
8273,CN(C)Cc1ccc(S(=O)(=O)n2ccc(/C=C/C(=O)NO)c2)cc1
8274,N[C@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O
8275,CN1CCC2(CC1)NCC(=O)N2Cc1ccccc1
8276,C[C@@]1(O)CC[C@H]2[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H](C(=O)Cn4cc(C#N)cn4)CC[C@@H]32)C1
8277,CCCCCCCCOc1ccccc1C(=O)Nc1ccc(C(=O)OCC[N+](C)(CC)CC)cc1
8278,O=C(O)C1(Sc2ccnc3ccc(Br)cc23)CCC1
8279,Nc1ncc(-c2cnn(CCO)c2)c2scc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12
8280,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12
8281,CCCCCCCC/C=C\CCCCCCC(O)C(=O)O
8282,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1
8283,CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1
8284,O/N=c1\cc(-c2cc3sccc3cn2)oc2ccc(CCCN3CCOCC3)cc12
8285,CCN(CC)c1cc(C)nc2ncnn12
8286,COc1c(NC(=O)C(=O)c2ccc(OCCN3CCOCC3)c3ccccc23)cc(C(C)(C)C)cc1NS(C)(=O)=O
8287,CC(C)=CCC[C@](C)(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)[C@@H]3CC[C@]12C
8288,c1ccc(C(CCN2CCCCC2)c2ccccc2)cc1
8289,Cc1n[nH]c(C)c1-c1cnn(C2(CC#N)CN(c3cc(F)c(C(=O)N[C@@H](C)C(F)(F)F)cc3F)C2)c1
8290,COc1cc2[nH]c(C)c(CCN3CCN(c4ccccc4)CC3)c2cc1OC
8291,Cc1cc(Nc2nccc(C(F)(F)F)n2)cc(-c2cnc([C@@]3(O)CC[C@H](C(=O)O)C(C)(C)C3)s2)c1
8292,CCC1(c2c[nH]cn2)Cc2ccc(F)cc2C1
8293,CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(F)[C@@H]1O)Oc1ccccc1
8294,NS(=O)(=O)c1ccc(S(=O)(=O)Nc2cccc3c(Cl)c[nH]c23)cc1
8295,Brc1c(NC2=NCCN2)ccc2nccnc12
8296,COc1ccc2c(c1)CN(Cc1ccc(C(=O)O)cc1)CCS2
8297,Cc1nnnn1N=Cc1ccc(O)c(C(c2ccc(O)cc2)c2cc(C=Nn3nnnc3C)ccc2O)c1
8298,CCc1cc(O)ccc1-c1ccc2c(-c3nc4c([nH]3)C[C@@H](C(=O)N3CC(N(C)C)C3)N(C(C)C)C4)n[nH]c2c1
8299,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1
8300,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12
8301,CN1C(=O)CC[C@H]1C(=O)NCc1cccc(C(F)(F)F)c1Cl
8302,CCC(=O)O[C@@H]1CC(=O)O[C@H](C)C/C=C/C=C/[C@H](OC(C)=O)[C@H](C)C[C@H](CC=O)[C@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(OC(C)=O)[C@@H](OC(=O)CC)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@H]1OC
8303,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)/C2=C\F)c(=O)n1
8304,[Ca+2].[OH-].[OH-]
8305,CCCOc1ccc([C@@H]2COc3c(ccc4c3CCC(C)(C)O4)C2)c(O)c1
8306,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)[C@@H]1c1ccccc1Cl
8307,NCCS(=O)(=O)O
8308,C[C@H]1c2cccc(CCC(C)(C)O)c2C[C@H](CO)N1C(=O)Cc1c(Cl)cccc1Cl
8309,CNc1cc2[nH]c(=O)n(-c3ccc(NC(=O)NS(=O)(=O)c4ccc(Cl)s4)cc3)c(=O)c2cc1F
8310,CCCCC(CC)COc1ccc(-c2nc(-c3ccc(OC)cc3)nc(-c3ccc(OCC(CC)CCCC)cc3O)n2)c(O)c1
8311,CCN(CC)CCOC(=O)[C@H](Cc1ccc(NC(=O)c2c(Cl)cccc2Cl)cc1)NC(=O)c1c(C)cccc1Cl
8312,CC1CCCCC1(c1cccs1)N1CCCCC1
8313,C[C@H]1OC[C@]2(c3cc(NC(=O)c4cnc(C(F)F)cn4)ccc3F)N=C(N)SC[C@H]12
8314,Cn1cc(C2=C(c3cn(C)c4cc([N+](=O)[O-])ccc34)C(=O)NC2=O)c2ccccc21
8315,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COP(=O)(O)O
8316,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O
8317,C[C@@H](c1nc(-c2ccc(C#N)cc2)cs1)[C@](O)(Cn1cncn1)c1cc(F)ccc1F
8318,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(-c2ccc3c(c2)O[C@@H](c2ccccc2)n2c-3cc3cc(-c4c[nH]c([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)n4)ccc32)c[nH]1)C(C)C
8319,CCC[C@@H](CCO)Nc1nc(N)nc(C)c1Cc1ccc(CN(CC(=O)O)CC(F)(F)F)cc1OC
8320,COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O
8321,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1
8322,O=C1C[C@@H](c2ccccc2)Oc2cc(O)cc(O)c21
8323,CCCCC(=O)O[C@]1(C(=O)CO)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
8324,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1
8325,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1
8326,CNc1cc(Nc2cc(F)cc3c2OCCO3)nc2c(NC(=O)N[C@@H]3C[C@@H]3F)cnn12
8327,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(Nc3ccc4ccccc4c3)n2)c(OC)cc1N(C)CCN(C)C
8328,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]
8329,CC(C)(C)S(=O)(=O)C[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)[C@@H](O)C1CC1
8330,COc1ccc2c(c1OCc1ccccc1)C[C@@H](C(=O)O)N(C(=O)C(c1ccccc1)c1ccccc1)C2
8331,C[C@H]1CNC(=O)Nc2cnn3ccc(nc23)N2C[C@@H](F)C[C@@H]2c2cc(F)cnc2O1
8332,C#C[C@]1(O)CC[C@H]2[C@@H]3[C@H](C)CC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C
8333,Cc1ccc2c(N3CCN(CCc4c(C)ccc5c4CCc4c(C(N)=O)ncn4-5)CC3)cccc2n1
8334,NC(=O)N1CCC(CC(=O)N2CCC([C@H]3c4ncc(Br)cc4CCc4cc(Cl)cc(Br)c43)CC2)CC1
8335,NC(=O)NC[C@@H]1CCCc2cc(S(=O)(=O)c3cccc(F)c3)ccc21
8336,O[Al](O)O
8337,C=C
8338,CC1=C(OCc2cccc(-c3ccccc3)c2Br)C=C(OCc2cccnc2)C(CN[C@@H](CO)C(=O)OC(C)C)C1
8339,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@H]3CC[S@@+]([O-])C3)S[C@H]12
8340,CS(=O)(=O)c1cc(C(F)(F)F)ccc1C(=O)c1cnoc1C1CC1
8341,COc1ccc(C(=O)N2CCN(c3ccc4c(c3)CCC(=O)N4)CC2)cc1OC
8342,Nc1ccn([C@H]2CO[C@@H](CO)S2)c(=O)n1
8343,CNCCc1ccc(OC(=O)C(C)C)c(OC(=O)C(C)C)c1
8344,CCOC(=O)COc1ccc2c(=O)cc(-c3ccccc3)oc2c1
8345,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O
8346,CCc1nc(-c2cccc(C)c2)c(-c2ccnc(NC(=O)c3ccccc3)c2)s1
8347,OC[C@H]1OC(O)[C@H](F)[C@@H](O)[C@@H]1O
8348,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C([C@H]3CCCO3)S[C@H]12
8349,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1
8350,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
8351,CC1=C(C/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(=O)c2ccccc2C1=O
8352,Nc1nc2c(c(=O)[nH]1)N1CN(c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)C[C@H]1CN2
8353,CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32
8354,C[C@H](NS(=O)(=O)c1cc(C(=O)Nc2ccc(F)c(C#N)c2)n(C)c1)C(F)(F)F
8355,O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O
8356,CCCCc1nc(C)c(CC(=S)N(C)C)c(=O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
8357,CN[C@@H]1CCN(c2cc(NCC3CC3)nc(N)n2)C1
8358,CC(C)C[C@@H]1NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(N)=O)C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC1=O
8359,CCCCCCO[C@@H](C)c1cccc(-c2csc(NC(=O)c3cc(Cl)c(/C=C(\C)C(=O)O)c(Cl)c3)n2)c1OC
8360,COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)cc(-c3nc(C(C)C)cs3)nc2c1C
8361,Nc1nc(=O)n([C@@H]2C=C[C@H](CO)O2)cc1F
8362,N#Cc1ccc(Cn2ccc(NC(=O)Cc3ccc(C4(C(F)(F)F)CC4)cc3)n2)nc1
8363,NCc1cc(O)no1
8364,O=S(=O)(c1ccccc1)c1ccc2nc(NCc3ccc(-c4ccccn4)cc3)nn2c1
8365,CC[C@H]1[C@@H]2C[C@H]3[C@@H]4N(C)c5ccccc5[C@]45C[C@@H]([C@@H]2[C@H]5O)N3[C@@H]1O
8366,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2
8367,Cc1cc(SCc2sc(-c3ccc(C(F)(F)F)cc3F)nc2C)ccc1OC(C)(C)C(=O)O
8368,Cn1ncc(C(=O)N2CCOCC2)c1C(=O)Nc1ccn2nc(-c3ccccc3)nc2c1
8369,CC(NCCn1cnc2c1c(=O)n(C)c(=O)n2C)C(O)c1ccccc1
8370,Cc1ccc(-c2ccc(OC3CN4CCC3CC4)cn2)cc1
8371,O=S1(=O)CCN(CN2CCS(=O)(=O)NC2)CN1
8372,CN1CCC[C@H]1c1cccnc1
8373,O=C(O[C@H]1C[C@H]2CC[C@@H](C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1
8374,CCCCCCCCCCCCCCOc1ccc(C(=O)OCC(=O)N(C)CC(=O)OCC)o1
8375,O[C@H]1CC[C@H](Nc2ncc3nc(Nc4c(F)cc(F)cc4F)n([C@H]4CCOC4)c3n2)CC1
8376,C[C@@H](c1nc(-c2ccc(C#N)cc2)cs1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
8377,CC(C)C[C@@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)CNC[C@H](C)c1ccccc1)C(=O)N[C@H](CCCCN)C(=O)N1CCC(N)(C(=O)O)CC1
8378,CCOC(=O)C(C)(C)NP(=O)(NC(C)(C)C(=O)OCC)c1ccc(-c2nc(N)sc2C(=O)C(C)(C)C)o1
8379,O=C(O)CNc1cccc(CN(Cc2ccc(-n3cccn3)cc2)S(=O)(=O)c2cccnc2)n1
8380,CCCCNCC(O)c1ccc(O)cc1
8381,C/C=C(/C)C(=O)O[C@H]1C(C)=C2[C@H]([C@@H]1OC(=O)CCCCCCC)[C@@](C)(OC(C)=O)C[C@H](OC(=O)CCCCCCCCCCCNC(=O)C[C@H](N)C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)[C@@]1(O)[C@H]2OC(=O)[C@@]1(C)O
8382,C[C@]12CC[C@@H]3c4ccc(B(O)O)cc4C[C@@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O
8383,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C=CSC(N)=N1
8384,Cc1cc(-c2cc(OC(=O)c3ccccc3)ccc2Cl)cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc12
8385,CC1(C)CCC(C)(C)c2cc(Cn3cccn3)c(/C=C/c3ccc(C(=O)O)cc3)cc21
8386,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1N
8387,CNCC(=O)c1ccc(O)c(O)c1
8388,CC[C@H]1NC(=O)[C@@H](NC(=O)c2ncccc2O)[C@@H](C)OC(=O)[C@H](c2ccccc2)NC(=O)[C@@H]2CC(=O)[C@H](CS[C@@H]3CN4CCC3CC4)CN2C(=O)[C@H](Cc2ccc(N(C)C)cc2)N(C)C(=O)[C@@H]2CCCN2C1=O
8389,Cc1cc(-c2ccccc2)nnc1N1CCN(c2ncccn2)CC1
8390,Cc1cccc([C@H](C)c2c[nH]cn2)c1C
8391,Cn1cc(C[C@@H](N)C(=O)O)c2ccccc21
8392,Cc1c[nH]c(-c2ccc(-c3ccc(NC(=O)Nc4c(F)cc(F)cc4F)cc3F)c3c2C(=O)NC3)n1
8393,Cc1cc(OCC(=O)O)c(C)cc1CCN[C@@H](C)[C@H](O)c1ccc(O)cc1
8394,COc1ccc2nc3c(nc2c1)O[C@@H]1C[C@H]2C(=O)N[C@]4(C(=O)NS(=O)(=O)C5(C)CC5)C[C@H]4/C=C/CCCCC[C@H](NC(=O)O[C@@H]4CCC[C@H]4CCCCC3)C(=O)N2C1
8395,CC(=O)/N=c1/sc(S(N)(=O)=O)nn1C
8396,CCOC(=O)c1c(C)cc2nc(COC(=O)NCCO)n(-c3ccccc3S(=O)(=O)NC)c(=O)c2c1C
8397,CCC(=O)n1c(=O)n(C2CCN(CCC(C#N)(c3ccccc3)c3ccccc3)CC2)c2ccccc21
8398,O=C(CCCCCCCC(=O)NCCO)NCCO
8399,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl
8400,O=C(N[C@@H]1C2CCN(CC2)[C@H]1Cc1cccnc1)c1cc(F)cc(F)c1
8401,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23
8402,O=C(O)CSC(SCC(=O)O)SCC(=O)O
8403,CC(C)n1c(=O)c(C(=O)NCCCN2CCCCC2)c(O)c2ccsc21
8404,CC(C)c1noc(N2CCC(COc3ccc(-c4ccc(S(C)(=O)=O)cc4)nc3)CC2)n1
8405,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1c1ccc(OC[C@@H](O)CO)cc1
8406,CCOCC
8407,C=C(Br)C(=O)Nc1cc(C(=O)Nc2cc(C(=O)Nc3cc(C(=O)Nc4cc(C(=O)NCCNC(=N)N)n(C)c4)n(C)c3)n(C)c2)n(C)c1
8408,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O
8409,CN(C)CCC(O)(c1ccccc1)c1ccccc1Cl
8410,Cn1c([N+](=O)[O-])cnc1N1CCN(S(C)(=O)=O)C1=O
8411,CONC(=N)c1ccc(-c2ccc(-c3ccc(C(=N)NOC)cc3)o2)cc1
8412,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O
